OccNo,OccYear,OccDate,OccClassID,OccType,IncidentType,Country,ProvinceState,Ocean,Location,Distance,Airport,ICAO,Latitude,Longitude,CrewFatal,PassengerFatal,GroundFatal,CrewSerious,PassengerSerious,GroundSerious,DGReleaseIND,AircraftType_1,AircraftMake_1,Organization_1,OperatorType_1,RegCountry_1,AircraftType_2,AircraftMake_2,Organization_2,OperatorType_2,RegCountry_2,AircraftType_3,AircraftMake_3,Organization_3,OperatorType_3,RegCountry_3,AircraftType_4,AircraftMake_4,Organization_4,OperatorType_4,RegCountry_4,AircraftType_5,AircraftMake_5,Organization_5,OperatorType_5,RegCountry_5,AircraftType_6,AircraftMake_6,Organization_6,OperatorType_6,RegCountry_6,PRODUCTION_DT
A07O0017,2007,2007-01-26,5,ACCIDENT,N/A,CANADA,ONTARIO,N/A,Toronto,,Lester B. Pearson Intl,CYYZ,43.68333,-79.6333,0,0,0,0,0,0,NO,AEROPLANE,MCDONNELL DOUGLAS,NORTHWEST AIRLINES,COMMERCIAL,UNITED STATES,,,,,,,,,,,,,,,,,,,,,,,,,,2019-03-29T13:28:51
A07O0018,2007,2007-01-25,5,INCIDENT REPORTABLE,EMERGENCY/PRIORITY,CANADA,ONTARIO,N/A,Toronto,,Lester B. Pearson Intl,CYYZ,43.68333,-79.6333,0,0,0,0,0,0,NO,AEROPLANE,CANADAIR,COMAIR,COMMERCIAL,UNITED STATES,,,,,,,,,,,,,,,,,,,,,,,,,,2019-03-29T13:28:51
A07O0019,2007,2007-01-29,5,INCIDENT REPORTABLE,EMERGENCY/PRIORITY,CANADA,ONTARIO,N/A,Ottawa,,MacDonald-Cartier Intl,CYOW,45.31666,-75.6666,0,0,0,0,0,0,NO,AEROPLANE,CANADAIR,PINNACLE AIRLINES,COMMERCIAL,UNITED STATES,,,,,,,,,,,,,,,,,,,,,,,,,,2019-03-29T13:28:51
A07O0020,2007,2007-01-23,5,INCIDENT REPORTABLE,SMOKE OR FIRE,CANADA,ONTARIO,N/A,Toronto,,Lester B. Pearson Intl,CYYZ,43.68333,-79.6333,0,0,0,0,0,0,NO,AEROPLANE,DE HAVILLAND,JAZZ AVIATION LP,COMMERCIAL,CANADA,,,,,,,,,,,,,,,,,,,,,,,,,,2019-03-29T13:28:51
A07O0021,2007,2007-01-24,5,INCIDENT REPORTABLE,J. ROC / LOS,CANADA,ONTARIO,N/A,Toronto,,Lester B. Pearson Intl,CYYZ,43.68333,-79.6333,0,0,0,0,0,0,NO,AEROPLANE,CANADAIR,JAZZ AVIATION LP,COMMERCIAL,CANADA,AEROPLANE,BOEING,CONTINENTAL AIRLINES,COMMERCIAL,UNITED STATES,,,,,,,,,,,,,,,,,,,,,2019-03-29T13:28:51
A07O0022,2007,2007-01-28,5,INCIDENT REPORTABLE,EMERGENCY/PRIORITY,CANADA,ONTARIO,N/A,Toronto,,Lester B. Pearson Intl,CYYZ,43.68333,-79.6333,0,0,0,0,0,0,NO,AEROPLANE,CANADAIR,COMAIR,COMMERCIAL,UNITED STATES,,,,,,,,,,,,,,,,,,,,,,,,,,2019-03-29T13:28:51
A07O0023,2007,2007-01-25,5,INCIDENT REPORTABLE,UNABLE TO PERFORM,CANADA,ONTARIO,N/A,Toronto,,Lester B. Pearson Intl,CYYZ,43.68333,-79.6333,0,0,0,0,0,0,NO,AEROPLANE,EMBRAER,AIR CANADA,COMMERCIAL,CANADA,,,,,,,,,,,,,,,,,,,,,,,,,,2019-03-29T13:28:51
A07O0024,2007,2007-01-25,5,INCIDENT REPORTABLE,EMERGENCY/PRIORITY,CANADA,ONTARIO,N/A,Ottawa,,MacDonald-Cartier Intl,CYOW,45.31666,-75.6666,0,0,0,0,0,0,NO,AEROPLANE,CANADAIR,AIR WISCONSIN,COMMERCIAL,UNITED STATES,,,,,,,,,,,,,,,,,,,,,,,,,,2019-03-29T13:28:51
A07O0025,2007,2007-01-30,5,INCIDENT REPORTABLE,EMERGENCY/PRIORITY,CANADA,ONTARIO,N/A,Ottawa,,MacDonald-Cartier Intl,CYOW,45.31666,-75.6666,0,0,0,0,0,0,NO,AEROPLANE,CANADAIR,ATLANTIC SOUTHEAST AIRLINES,COMMERCIAL,UNITED STATES,,,,,,,,,,,,,,,,,,,,,,,,,,2019-03-29T13:28:51
A07O0026,2007,2007-02-01,5,INCIDENT REPORTABLE,J. ROC / LOS,CANADA,ONTARIO,N/A,Toronto,,Lester B. Pearson Intl,CYYZ,43.68333,-79.6333,0,0,0,0,0,0,NO,AEROPLANE,CESSNA,ALGONQUIN AIRLINK INC,CORPORATE,CANADA,AEROPLANE,MCDONNELL DOUGLAS,NORTHWEST AIRLINES,COMMERCIAL,UNITED STATES,,,,,,,,,,,,,,,,,,,,,2019-03-29T13:28:51
A07O0027,2007,2007-01-25,5,INCIDENT REPORTABLE,EMERGENCY/PRIORITY,CANADA,ONTARIO,N/A,Toronto,,Lester B. Pearson Intl,CYYZ,43.68333,-79.6333,0,0,0,0,0,0,NO,AEROPLANE,CANADAIR,PINNACLE AIRLINES/NORTHWEST AIRLINK,COMMERCIAL,UNITED STATES,,,,,,,,,,,,,,,,,,,,,,,,,,2019-03-29T13:28:51
A07O0028,2007,2007-02-02,5,ACCIDENT,N/A,CANADA,ONTARIO,N/A,HORNEPAYNE,,HORNEPAYNE MUNI,CYHN,49.2,-84.7666,0,0,0,0,0,0,NO,AEROPLANE,CESSNA,LOCKHART AIR SERVICES,COMMERCIAL,CANADA,,,,,,,,,,,,,,,,,,,,,,,,,,2019-03-29T13:28:51
A07O0029,2007,2007-01-27,5,INCIDENT REPORTABLE,SMOKE OR FIRE,CANADA,ONTARIO,N/A,Toronto,,Lester B. Pearson Intl,CYYZ,43.68333,-79.6333,0,0,0,0,0,0,NO,AEROPLANE,AIRBUS,AIR CANADA,COMMERCIAL,CANADA,,,,,,,,,,,,,,,,,,,,,,,,,,2019-03-29T13:28:51
A07O0030,2007,2007-02-02,3,ACCIDENT,N/A,CANADA,ONTARIO,N/A,CAMBRIDGE,,,,43.36666,-80.35,0,0,0,2,0,0,NO,HELICOPTER,ROBINSON HELICOPTER,THE HELICOPTER COMPANY,COMMERCIAL,CANADA,,,,,,,,,,,,,,,,,,,,,,,,,,2019-03-29T13:28:51
A07O0031,2007,2007-01-24,5,INCIDENT REPORTABLE,J. ROC / LOS,CANADA,ONTARIO,N/A,Toronto,,Lester B. Pearson Intl,CYYZ,43.68333,-79.6333,0,0,0,0,0,0,NO,AEROPLANE,BOEING,AIR CANADA,COMMERCIAL,CANADA,AEROPLANE,MCDONNELL DOUGLAS,UNITED PARCEL SERVICE,COMMERCIAL,UNITED STATES,,,,,,,,,,,,,,,,,,,,,2019-03-29T13:28:51
A07O0033,2007,2007-02-05,5,INCIDENT REPORTABLE,EMERGENCY/PRIORITY,CANADA,ONTARIO,N/A,Toronto,,Lester B. Pearson Intl,CYYZ,43.68333,-79.6333,0,0,0,0,0,0,NO,AEROPLANE,CANADAIR,AIR WISCONSIN,COMMERCIAL,UNITED STATES,,,,,,,,,,,,,,,,,,,,,,,,,,2019-03-29T13:28:51
A07O0034,2007,2007-02-05,5,INCIDENT REPORTABLE,EMERGENCY/PRIORITY,CANADA,ONTARIO,N/A,Ottawa,,MacDonald-Cartier Intl,CYOW,45.31666,-75.6666,0,0,0,0,0,0,NO,AEROPLANE,EMBRAER,AMERICAN EAGLE AIRLINES,COMMERCIAL,UNITED STATES,,,,,,,,,,,,,,,,,,,,,,,,,,2019-03-29T13:28:51
A07O0035,2007,2007-02-04,5,INCIDENT REPORTABLE,EMERGENCY/PRIORITY,CANADA,ONTARIO,N/A,Toronto,,Lester B. Pearson Intl,CYYZ,43.68333,-79.6333,0,0,0,0,0,0,NO,AEROPLANE,AIRBUS,AIR CANADA,COMMERCIAL,CANADA,,,,,,,,,,,,,,,,,,,,,,,,,,2019-03-29T13:28:51
A07O0036,2007,2007-02-06,5,INCIDENT REPORTABLE,ENGINE,CANADA,ONTARIO,N/A,Toronto,,Lester B. Pearson Intl,CYYZ,43.68333,-79.6333,0,0,0,0,0,0,NO,AEROPLANE,AIRBUS,AIR CANADA,COMMERCIAL,CANADA,,,,,,,,,,,,,,,,,,,,,,,,,,2019-03-29T13:28:51
A07O0037,2007,2007-02-01,5,INCIDENT REPORTABLE,J. ROC / LOS,CANADA,ONTARIO,N/A,Toronto,,Lester B. Pearson Intl,CYYZ,43.68333,-79.6333,0,0,0,0,0,0,NO,AEROPLANE,BEECH,AIR GEORGIAN,COMMERCIAL,CANADA,AEROPLANE,DE HAVILLAND,JAZZ AVIATION LP,COMMERCIAL,CANADA,,,,,,,,,,,,,,,,,,,,,2019-03-29T13:28:51
A07O0038,2007,2007-02-04,5,INCIDENT REPORTABLE,ENGINE,CANADA,ONTARIO,N/A,Ottawa,,MacDonald-Cartier Intl,CYOW,45.31666,-75.6666,0,0,0,0,0,0,NO,AEROPLANE,CANADAIR,JAZZ AVIATION LP,COMMERCIAL,CANADA,,,,,,,,,,,,,,,,,,,,,,,,,,2019-03-29T13:28:51
A07O0039,2007,2007-02-08,5,INCIDENT REPORTABLE,EMERGENCY/PRIORITY,CANADA,ONTARIO,N/A,"CYTR, 50 NM NE",50.000000000000000,,,44.75,-77,0,0,0,0,0,0,NO,AEROPLANE,GULFSTREAM AEROSPACE,LEAR CORPORATION,CORPORATE,UNITED STATES,,,,,,,,,,,,,,,,,,,,,,,,,,2019-03-29T13:28:51
A07O0040,2007,2007-02-05,5,INCIDENT REPORTABLE,DIFFICULT TO CONTROL,CANADA,ONTARIO,N/A,Toronto,,Lester B. Pearson Intl,CYYZ,43.68333,-79.6333,0,0,0,0,0,0,NO,AEROPLANE,EMBRAER,AIR CANADA,COMMERCIAL,CANADA,,,,,,,,,,,,,,,,,,,,,,,,,,2019-03-29T13:28:51
A07O0041,2007,2007-02-04,5,INCIDENT REPORTABLE,EMERGENCY/PRIORITY,CANADA,ONTARIO,N/A,Toronto,,Lester B. Pearson Intl,CYYZ,43.68333,-79.6333,0,0,0,0,0,0,NO,AEROPLANE,CANADAIR,ATLANTIC SOUTHEAST AIRLINES,COMMERCIAL,UNITED STATES,,,,,,,,,,,,,,,,,,,,,,,,,,2019-03-29T13:28:51
A07O0042,2007,2007-01-31,5,INCIDENT REPORTABLE,EMERGENCY/PRIORITY,CANADA,ONTARIO,N/A,Toronto,,Lester B. Pearson Intl,CYYZ,43.68333,-79.6333,0,0,0,0,0,0,NO,AEROPLANE,CANADAIR,COMAIR,COMMERCIAL,UNITED STATES,,,,,,,,,,,,,,,,,,,,,,,,,,2019-03-29T13:28:51
A07O0043,2007,2007-02-10,5,ACCIDENT,N/A,CANADA,ONTARIO,N/A,LAKE MUSKOKA,,,,45.06666,-79.5,0,0,0,0,0,0,NO,AEROPLANE,AERONCA,,PRIVATE,CANADA,,,,,,,,,,,,,,,,,,,,,,,,,,2019-03-29T13:28:51
A07O0044,2007,2007-02-04,5,INCIDENT REPORTABLE,EMERGENCY/PRIORITY,CANADA,ONTARIO,N/A,Toronto,,Lester B. Pearson Intl,CYYZ,43.68333,-79.6333,0,0,0,0,0,0,NO,AEROPLANE,CANADAIR,COMAIR,COMMERCIAL,UNITED STATES,,,,,,,,,,,,,,,,,,,,,,,,,,2019-03-29T13:28:51
A07O0045,2007,2007-02-03,5,INCIDENT REPORTABLE,EMERGENCY/PRIORITY,CANADA,ONTARIO,N/A,Toronto,,Lester B. Pearson Intl,CYYZ,43.68333,-79.6333,0,0,0,0,0,0,NO,AEROPLANE,CANADAIR,COMAIR,COMMERCIAL,UNITED STATES,,,,,,,,,,,,,,,,,,,,,,,,,,2019-03-29T13:28:51
A07O0046,2007,2007-01-30,5,INCIDENT REPORTABLE,EMERGENCY/PRIORITY,CANADA,ONTARIO,N/A,Toronto,,Lester B. Pearson Intl,CYYZ,43.68333,-79.6333,0,0,0,0,0,0,NO,AEROPLANE,CANADAIR,COMAIR,COMMERCIAL,UNITED STATES,,,,,,,,,,,,,,,,,,,,,,,,,,2019-03-29T13:28:51
A07O0047,2007,2007-02-14,5,INCIDENT REPORTABLE,ENGINE,CANADA,ONTARIO,N/A,Ottawa,,MacDonald-Cartier Intl,CYOW,45.31666,-75.6666,0,0,0,0,0,0,NO,AEROPLANE,AIRBUS,AIR CANADA,COMMERCIAL,CANADA,,,,,,,,,,,,,,,,,,,,,,,,,,2019-03-29T13:28:51
A07O0048,2007,2007-02-15,5,INCIDENT REPORTABLE,EMERGENCY/PRIORITY,CANADA,ONTARIO,N/A,Toronto,,Lester B. Pearson Intl,CYYZ,43.68333,-79.6333,0,0,0,0,0,0,NO,AEROPLANE,BOEING,BRITISH AIRWAYS,COMMERCIAL,UNITED KINGDOM,,,,,,,,,,,,,,,,,,,,,,,,,,2019-03-29T13:28:51
A07O0049,2007,2007-02-17,5,ACCIDENT,N/A,CANADA,ONTARIO,N/A,TORONTO,,MARKHAM,CNU8,43.93333,-79.2666,0,0,0,0,0,0,NO,AEROPLANE,CESSNA,CANADIAN FLYERS INTERNATIONAL,COMMERCIAL,CANADA,,,,,,,,,,,,,,,,,,,,,,,,,,2019-03-29T13:28:51
A07O0050,2007,2007-02-17,5,INCIDENT REPORTABLE,ENGINE,CANADA,ONTARIO,N/A,Toronto,,Lester B. Pearson Intl,CYYZ,43.68333,-79.6333,0,0,0,0,0,0,NO,AEROPLANE,DASSAULT-BREGUET,SKYCHARTER,COMMERCIAL,CANADA,,,,,,,,,,,,,,,,,,,,,,,,,,2019-03-29T13:28:51
A07O0051,2007,2007-02-17,5,INCIDENT REPORTABLE,J. ROC / LOS,CANADA,ONTARIO,N/A,Toronto,,Lester B. Pearson Intl,CYYZ,43.68333,-79.6333,0,0,0,0,0,0,NO,AEROPLANE,BOEING,SKYSERVICE AIRLINES,COMMERCIAL,CANADA,AEROPLANE,EMBRAER,BRITT AIRWAYS,COMMERCIAL,UNITED STATES,,,,,,,,,,,,,,,,,,,,,2019-03-29T13:28:51
A07O0053,2007,2007-02-20,5,INCIDENT REPORTABLE,ENGINE,CANADA,ONTARIO,N/A,Toronto,,Lester B. Pearson Intl,CYYZ,43.68333,-79.6333,0,0,0,0,0,0,NO,AEROPLANE,BOEING,FEDERAL EXPRESS,COMMERCIAL,UNITED STATES,,,,,,,,,,,,,,,,,,,,,,,,,,2019-03-29T13:28:51
A07O0055,2007,2007-02-22,5,INCIDENT REPORTABLE,UNABLE TO PERFORM,CANADA,ONTARIO,N/A,Toronto,,Lester B. Pearson Intl,CYYZ,43.68333,-79.6333,0,0,0,0,0,0,NO,AEROPLANE,BOEING,AIR CANADA,COMMERCIAL,CANADA,,,,,,,,,,,,,,,,,,,,,,,,,,2019-03-29T13:28:51
A07O0056,2007,2007-02-23,5,INCIDENT REPORTABLE,EMERGENCY/PRIORITY,CANADA,ONTARIO,N/A,Toronto,,Lester B. Pearson Intl,CYYZ,43.68333,-79.6333,0,0,0,0,0,0,NO,AEROPLANE,LEARJET,WAL-MART,CORPORATE,CANADA,,,,,,,,,,,,,,,,,,,,,,,,,,2019-03-29T13:28:51
A07O0057,2007,2007-02-24,5,INCIDENT REPORTABLE,J. ROC / LOS,CANADA,ONTARIO,N/A,Toronto,,Lester B. Pearson Intl,CYYZ,43.68333,-79.6333,0,0,0,0,0,0,NO,AEROPLANE,BOEING,AIR CANADA,COMMERCIAL,CANADA,AEROPLANE,BOEING,WESTJET,COMMERCIAL,CANADA,,,,,,,,,,,,,,,,,,,,,2019-03-29T13:28:51
A07O0058,2007,2007-02-22,5,INCIDENT REPORTABLE,COLLISION,CANADA,ONTARIO,N/A,Toronto,,Lester B. Pearson Intl,CYYZ,43.68333,-79.6333,0,0,0,0,0,0,NO,AEROPLANE,AIRBUS,AIR CANADA,COMMERCIAL,CANADA,,,,,,,,,,,,,,,,,,,,,,,,,,2019-03-29T13:28:51
A07O0059,2007,2007-02-27,5,ACCIDENT,N/A,CANADA,ONTARIO,N/A,Ottawa,,MacDonald-Cartier Intl,CYOW,45.31666,-75.6666,0,0,0,0,0,0,NO,AEROPLANE,CESSNA,,PRIVATE,CANADA,,,,,,,,,,,,,,,,,,,,,,,,,,2019-03-29T13:28:51
A07O0060,2007,2007-02-14,5,INCIDENT REPORTABLE,J. ROC / LOS,CANADA,ONTARIO,N/A,Toronto,,Lester B. Pearson Intl,CYYZ,43.68333,-79.6333,0,0,0,0,0,0,NO,AEROPLANE,BEECH,AIR GEORGIAN,COMMERCIAL,CANADA,AEROPLANE,RAYTHEON,EXECAIRE  (DORVAL),COMMERCIAL,CANADA,,,,,,,,,,,,,,,,,,,,,2019-03-29T13:28:51
A07O0061,2007,2007-02-26,5,INCIDENT REPORTABLE,EMERGENCY/PRIORITY,CANADA,ONTARIO,N/A,Toronto,,Lester B. Pearson Intl,CYYZ,43.68333,-79.6333,0,0,0,0,0,0,NO,AEROPLANE,AIRBUS,AIR CANADA,COMMERCIAL,CANADA,,,,,,,,,,,,,,,,,,,,,,,,,,2019-03-29T13:28:51
A07O0063,2007,2007-02-26,5,INCIDENT REPORTABLE,UNABLE TO PERFORM,CANADA,ONTARIO,N/A,Toronto,,Lester B. Pearson Intl,CYYZ,43.68333,-79.6333,0,0,0,0,0,0,NO,AEROPLANE,BOEING,AIR CANADA,COMMERCIAL,CANADA,,,,,,,,,,,,,,,,,,,,,,,,,,2019-03-29T13:28:51
A07O0064,2007,2007-03-04,5,INCIDENT REPORTABLE,EMERGENCY/PRIORITY,CANADA,ONTARIO,N/A,Toronto,,Lester B. Pearson Intl,CYYZ,43.68333,-79.6333,0,0,0,0,0,0,NO,AEROPLANE,CANADAIR,PINNACLE AIRLINES,COMMERCIAL,UNITED STATES,,,,,,,,,,,,,,,,,,,,,,,,,,2019-03-29T13:28:51
A07O0065,2007,2007-03-06,5,INCIDENT REPORTABLE,EMERGENCY/PRIORITY,CANADA,ONTARIO,N/A,Toronto,,Lester B. Pearson Intl,CYYZ,43.68333,-79.6333,0,0,0,0,0,0,NO,AEROPLANE,BOEING,AIR CANADA,COMMERCIAL,CANADA,,,,,,,,,,,,,,,,,,,,,,,,,,2019-03-29T13:28:51
A07O0066,2007,2007-03-05,5,INCIDENT REPORTABLE,EMERGENCY/PRIORITY,CANADA,ONTARIO,N/A,Ottawa,,MacDonald-Cartier Intl,CYOW,45.31666,-75.6666,0,0,0,0,0,0,NO,AEROPLANE,CANADAIR,ATLANTIC SOUTHEAST AIRLINES,COMMERCIAL,UNITED STATES,,,,,,,,,,,,,,,,,,,,,,,,,,2019-03-29T13:28:51
A07O0068,2007,2007-03-06,5,INCIDENT REPORTABLE,COLLISION,CANADA,ONTARIO,N/A,Toronto,,Lester B. Pearson Intl,CYYZ,43.68333,-79.6333,0,0,0,0,0,0,NO,AEROPLANE,CANADAIR,JAZZ AVIATION LP,COMMERCIAL,CANADA,,,,,,,,,,,,,,,,,,,,,,,,,,2019-03-29T13:28:51
A07O0070,2007,2007-03-06,5,INCIDENT REPORTABLE,ENGINE,CANADA,ONTARIO,N/A,Ottawa,,MacDonald-Cartier Intl,CYOW,45.31666,-75.6666,0,0,0,0,0,0,NO,AEROPLANE,AIRBUS,AIR CANADA,COMMERCIAL,CANADA,,,,,,,,,,,,,,,,,,,,,,,,,,2019-03-29T13:28:51
A07O0071,2007,2007-03-06,5,INCIDENT REPORTABLE,EMERGENCY/PRIORITY,CANADA,ONTARIO,N/A,Ottawa,,MacDonald-Cartier Intl,CYOW,45.31666,-75.6666,0,0,0,0,0,0,NO,AEROPLANE,CANADAIR,ATLANTIC SOUTHEAST AIRLINES,COMMERCIAL,UNITED STATES,,,,,,,,,,,,,,,,,,,,,,,,,,2019-03-29T13:28:51
A07O0072,2007,2007-03-07,5,INCIDENT REPORTABLE,EMERGENCY/PRIORITY,CANADA,ONTARIO,N/A,Ottawa,,MacDonald-Cartier Intl,CYOW,45.31666,-75.6666,0,0,0,0,0,0,NO,AEROPLANE,CANADAIR,PINNACLE AIRLINES/NORTHWEST AIRLINK,COMMERCIAL,UNITED STATES,,,,,,,,,,,,,,,,,,,,,,,,,,2019-03-29T13:28:51
A07O0073,2007,2007-02-27,5,INCIDENT REPORTABLE,EMERGENCY/PRIORITY,CANADA,ONTARIO,N/A,Toronto,,Lester B. Pearson Intl,CYYZ,43.68333,-79.6333,0,0,0,0,0,0,NO,AEROPLANE,CANADAIR,COMAIR,COMMERCIAL,UNITED STATES,,,,,,,,,,,,,,,,,,,,,,,,,,2019-03-29T13:28:51
A07O0074,2007,2007-03-07,5,INCIDENT REPORTABLE,EMERGENCY/PRIORITY,CANADA,ONTARIO,N/A,Ottawa,,MacDonald-Cartier Intl,CYOW,45.31666,-75.6666,0,0,0,0,0,0,NO,AEROPLANE,CANADAIR,ATLANTIC SOUTHEAST AIRLINES,COMMERCIAL,UNITED STATES,,,,,,,,,,,,,,,,,,,,,,,,,,2019-03-29T13:28:51
A07O0075,2007,2007-03-06,5,INCIDENT REPORTABLE,UNABLE TO PERFORM,CANADA,ONTARIO,N/A,Toronto,,Lester B. Pearson Intl,CYYZ,43.68333,-79.6333,0,0,0,0,0,0,NO,AEROPLANE,AIRBUS,AIR CANADA,COMMERCIAL,CANADA,,,,,,,,,,,,,,,,,,,,,,,,,,2019-03-29T13:28:51
A07O0076,2007,2007-03-08,5,INCIDENT REPORTABLE,DIFFICULT TO CONTROL,CANADA,ALBERTA,N/A,Calgary,150.000000000000000,Calgary Intl,CYYC,49.83333,-115.1666,0,0,0,0,0,0,NO,AEROPLANE,AIRBUS,AIR CANADA,COMMERCIAL,CANADA,,,,,,,,,,,,,,,,,,,,,,,,,,2019-03-29T13:28:51
A07O0078,2007,2007-03-07,5,INCIDENT REPORTABLE,EMERGENCY/PRIORITY,CANADA,ONTARIO,N/A,Toronto,,Lester B. Pearson Intl,CYYZ,43.68333,-79.6333,0,0,0,0,0,0,NO,AEROPLANE,AIRBUS,AIR CANADA,COMMERCIAL,CANADA,,,,,,,,,,,,,,,,,,,,,,,,,,2019-03-29T13:28:51
A07O0079,2007,2007-03-10,5,INCIDENT REPORTABLE,DIFFICULT TO CONTROL,CANADA,ONTARIO,N/A,Toronto,,Lester B. Pearson Intl,CYYZ,43.68333,-79.6333,0,0,0,0,0,0,NO,AEROPLANE,AIRBUS,AIR CANADA,COMMERCIAL,CANADA,,,,,,,,,,,,,,,,,,,,,,,,,,2019-03-29T13:28:51
A07O0080,2007,2007-03-11,5,INCIDENT REPORTABLE,J. ROC / LOS,CANADA,ONTARIO,N/A,Toronto,,Lester B. Pearson Intl,CYYZ,43.68333,-79.6333,0,0,0,0,0,0,NO,AEROPLANE,AIRBUS,AIR CANADA,COMMERCIAL,CANADA,,,,,,,,,,,,,,,,,,,,,,,,,,2019-03-29T13:28:51
A07O0082,2007,2007-03-13,5,ACCIDENT,N/A,CANADA,ONTARIO,N/A,LONDON,,LONDON,CYXU,43.03333,-81.15,0,0,0,0,0,0,NO,AEROPLANE,CESSNA,SPECTRUM AIRWAYS,COMMERCIAL,CANADA,,,,,,,,,,,,,,,,,,,,,,,,,,2019-03-29T13:28:51
A07O0083,2007,2007-03-12,5,INCIDENT REPORTABLE,SMOKE OR FIRE,CANADA,ONTARIO,N/A,Toronto,,Lester B. Pearson Intl,CYYZ,43.68333,-79.6333,0,0,0,0,0,0,NO,AEROPLANE,AIRBUS,AIR CANADA,COMMERCIAL,CANADA,,,,,,,,,,,,,,,,,,,,,,,,,,2019-03-29T13:28:51
A07O0084,2007,2007-03-02,5,INCIDENT REPORTABLE,EMERGENCY/PRIORITY,CANADA,ONTARIO,N/A,Toronto,,Lester B. Pearson Intl,CYYZ,43.68333,-79.6333,0,0,0,0,0,0,NO,AEROPLANE,CANADAIR,COMAIR,COMMERCIAL,UNITED STATES,,,,,,,,,,,,,,,,,,,,,,,,,,2019-03-29T13:28:51
A07O0085,2007,2007-03-14,5,INCIDENT REPORTABLE,J. ROC / LOS,CANADA,ONTARIO,N/A,"TORONTO/LESTER B. PEARSON INTL, 130 NM W",,,,,,0,0,0,0,0,0,NO,AEROPLANE,AIRBUS,AIR CANADA,COMMERCIAL,CANADA,AEROPLANE,AIRBUS,AIR CANADA,COMMERCIAL,CANADA,AEROPLANE,AIRBUS,AIR CANADA,COMMERCIAL,CANADA,,,,,,,,,,,,,,,,2019-03-29T13:28:51
A07O0086,2007,2007-02-28,5,INCIDENT REPORTABLE,EMERGENCY/PRIORITY,CANADA,ONTARIO,N/A,Ottawa,,MacDonald-Cartier Intl,CYOW,45.31666,-75.6666,0,0,0,0,0,0,NO,AEROPLANE,CANADAIR,ATLANTIC SOUTHEAST AIRLINES,COMMERCIAL,UNITED STATES,,,,,,,,,,,,,,,,,,,,,,,,,,2019-03-29T13:28:51
A07O0087,2007,2007-03-18,5,INCIDENT REPORTABLE,COLLISION,CANADA,ONTARIO,N/A,Toronto,,Lester B. Pearson Intl,CYYZ,43.68333,-79.6333,0,0,0,0,0,0,NO,AEROPLANE,AIRBUS,AIR TRANSAT,COMMERCIAL,CANADA,,,,,,,,,,,,,,,,,,,,,,,,,,2019-03-29T13:28:51
A07O0088,2007,2007-03-21,5,INCIDENT REPORTABLE,SMOKE OR FIRE,CANADA,ONTARIO,N/A,Ottawa,,MacDonald-Cartier Intl,CYOW,45.31666,-75.6666,0,0,0,0,0,0,NO,AEROPLANE,CANADAIR,JAZZ AVIATION LP,COMMERCIAL,CANADA,,,,,,,,,,,,,,,,,,,,,,,,,,2019-03-29T13:28:51
A07O0089,2007,2007-03-16,5,INCIDENT REPORTABLE,SMOKE OR FIRE,CANADA,ONTARIO,N/A,TIMMINS,,Timmins (Victor M. Power),CYTS,48.56666,-81.3833,0,0,0,0,0,0,NO,AEROPLANE,DE HAVILLAND,JAZZ AVIATION LP,COMMERCIAL,CANADA,,,,,,,,,,,,,,,,,,,,,,,,,,2019-03-29T13:28:51
A07O0090,2007,2007-03-21,5,INCIDENT REPORTABLE,ENGINE,CANADA,ONTARIO,N/A,Toronto,,Lester B. Pearson Intl,CYYZ,43.68333,-79.6333,0,0,0,0,0,0,NO,AEROPLANE,CANADAIR,JAZZ AVIATION LP,COMMERCIAL,CANADA,,,,,,,,,,,,,,,,,,,,,,,,,,2019-03-29T13:28:51
A07O0091,2007,2007-03-18,5,INCIDENT REPORTABLE,EMERGENCY/PRIORITY,CANADA,ONTARIO,N/A,Toronto,,Lester B. Pearson Intl,CYYZ,43.68333,-79.6333,0,0,0,0,0,0,NO,AEROPLANE,CANADAIR,PINNACLE AIRLINES,COMMERCIAL,UNITED STATES,,,,,,,,,,,,,,,,,,,,,,,,,,2019-03-29T13:28:51
A07O0092,2007,2007-03-23,5,INCIDENT REPORTABLE,EMERGENCY/PRIORITY,CANADA,ONTARIO,N/A,Toronto,,Lester B. Pearson Intl,CYYZ,43.68333,-79.6333,0,0,0,0,0,0,NO,AEROPLANE,EMBRAER,AIR CANADA,COMMERCIAL,CANADA,,,,,,,,,,,,,,,,,,,,,,,,,,2019-03-29T13:28:51
A07O0093,2007,2007-03-23,5,INCIDENT REPORTABLE,UNABLE TO PERFORM,CANADA,ONTARIO,N/A,Toronto,,Lester B. Pearson Intl,CYYZ,43.68333,-79.6333,0,0,0,0,0,0,NO,AEROPLANE,BOEING,AIR CANADA,COMMERCIAL,CANADA,,,,,,,,,,,,,,,,,,,,,,,,,,2019-03-29T13:28:51
A07O0094,2007,2007-03-27,5,INCIDENT REPORTABLE,UNABLE TO PERFORM,CANADA,ONTARIO,N/A,Toronto,,Lester B. Pearson Intl,CYYZ,43.68333,-79.6333,0,0,0,0,0,0,NO,AEROPLANE,BOEING,AIR CANADA,COMMERCIAL,CANADA,,,,,,,,,,,,,,,,,,,,,,,,,,2019-03-29T13:28:51
