OccNo,OccYear,OccDate,OccClassID,OccType,IncidentType,Country,ProvinceState,Ocean,Location,Distance,Airport,ICAO,Latitude,Longitude,CrewFatal,PassengerFatal,GroundFatal,CrewSerious,PassengerSerious,GroundSerious,DGReleaseIND,AircraftType_1,AircraftMake_1,Organization_1,OperatorType_1,RegCountry_1,AircraftType_2,AircraftMake_2,Organization_2,OperatorType_2,RegCountry_2,AircraftType_3,AircraftMake_3,Organization_3,OperatorType_3,RegCountry_3,AircraftType_4,AircraftMake_4,Organization_4,OperatorType_4,RegCountry_4,AircraftType_5,AircraftMake_5,Organization_5,OperatorType_5,RegCountry_5,AircraftType_6,AircraftMake_6,Organization_6,OperatorType_6,RegCountry_6,PRODUCTION_DT
A10O0016,2010,2010-01-19,5,INCIDENT REPORTABLE,EMERGENCY/PRIORITY,CANADA,ONTARIO,N/A,Ottawa,,MacDonald-Cartier Intl,CYOW,45.31666,-75.6666,0,0,0,0,0,0,NO,AEROPLANE,EMBRAER,AIR CANADA,COMMERCIAL,CANADA,,,,,,,,,,,,,,,,,,,,,,,,,,2019-03-29T13:28:51
A10O0017,2010,2010-01-18,5,INCIDENT REPORTABLE,EMERGENCY/PRIORITY,CANADA,ONTARIO,N/A,Toronto,,Lester B. Pearson Intl,CYYZ,43.68333,-79.6333,0,0,0,0,0,0,NO,AEROPLANE,BOEING,AMERICAN AIRLINES,COMMERCIAL,UNITED STATES,,,,,,,,,,,,,,,,,,,,,,,,,,2019-03-29T13:28:51
A10O0018,2010,2010-01-23,3,ACCIDENT,N/A,CANADA,ONTARIO,N/A,MADOC,,,,44.68333,-77.5,1,0,0,0,0,0,NO,AEROPLANE,,,PRIVATE,CANADA,,,,,,,,,,,,,,,,,,,,,,,,,,2019-03-29T13:28:51
A10O0019,2010,2010-01-28,5,INCIDENT REPORTABLE,ENGINE,CANADA,ONTARIO,N/A,TRENTON,,TRENTON,CYTR,44.11666,-77.5333,0,0,0,0,0,0,NO,AEROPLANE,ILYUSHIN,VOLGA-DNEPR GROUP,COMMERCIAL,UKRAINE,,,,,,,,,,,,,,,,,,,,,,,,,,2019-03-29T13:28:51
A10O0020,2010,2010-01-19,5,INCIDENT REPORTABLE,EMERGENCY/PRIORITY,CANADA,ONTARIO,N/A,Toronto,,Lester B. Pearson Intl,CYYZ,43.68333,-79.6333,0,0,0,0,0,0,NO,AEROPLANE,BOEING,AMERICAN AIRLINES,COMMERCIAL,UNITED STATES,,,,,,,,,,,,,,,,,,,,,,,,,,2019-03-29T13:28:51
A10O0021,2010,2010-01-22,5,ACCIDENT,N/A,CANADA,ONTARIO,N/A,Brampton,,Brampton-Caledon,CNC3,43.76666,-79.8833,0,0,0,0,0,0,NO,AEROPLANE,PIPER,,PRIVATE,CANADA,,,,,,,,,,,,,,,,,,,,,,,,,,2019-03-29T13:28:51
A10O0022,2010,2010-02-02,5,INCIDENT REPORTABLE,EMERGENCY/PRIORITY,CANADA,ONTARIO,N/A,Toronto,,Lester B. Pearson Intl,CYYZ,43.68333,-79.6333,0,0,0,0,0,0,NO,AEROPLANE,LEARJET,2007394 ONTARIO INC.,PRIVATE,CANADA,,,,,,,,,,,,,,,,,,,,,,,,,,2019-03-29T13:28:51
A10O0023,2010,2010-02-05,5,INCIDENT REPORTABLE,EMERGENCY/PRIORITY,CANADA,ONTARIO,N/A,HAMILTON,,HAMILTON,CYHM,43.16666,-79.9333,0,0,0,0,0,0,NO,AEROPLANE,ISRAEL AIRCRAFT (IAI),JETPORT INC,COMMERCIAL,CANADA,,,,,,,,,,,,,,,,,,,,,,,,,,2019-03-29T13:28:51
A10O0024,2010,2010-02-07,5,INCIDENT REPORTABLE,J. ROC / LOS,CANADA,ONTARIO,N/A,Toronto,,Lester B. Pearson Intl,CYYZ,43.68333,-79.6333,0,0,0,0,0,0,NO,AEROPLANE,EMBRAER,TRANS STATES AIRLINES,COMMERCIAL,UNITED STATES,,,,,,,,,,,,,,,,,,,,,,,,,,2019-03-29T13:28:51
A10O0025,2010,2010-02-08,5,ACCIDENT,N/A,CANADA,ONTARIO,N/A,TORONTO,,MARKHAM,CNU8,43.93333,-79.2666,0,0,0,0,0,0,NO,AEROPLANE,PIPER,CANADIAN FLYERS INTERNATIONAL,COMMERCIAL,CANADA,,,,,,,,,,,,,,,,,,,,,,,,,,2019-03-29T13:28:51
A10O0026,2010,2010-02-04,5,INCIDENT REPORTABLE,UNABLE TO PERFORM,CANADA,ONTARIO,N/A,Toronto,,Lester B. Pearson Intl,CYYZ,43.68333,-79.6333,0,0,0,0,0,0,NO,AEROPLANE,AIRBUS,AIR CANADA,COMMERCIAL,CANADA,,,,,,,,,,,,,,,,,,,,,,,,,,2019-03-29T13:28:51
A10O0027,2010,2010-02-12,5,INCIDENT REPORTABLE,EMERGENCY/PRIORITY,CANADA,ONTARIO,N/A,Toronto,,Lester B. Pearson Intl,CYYZ,43.68333,-79.6333,0,0,0,0,0,0,NO,AEROPLANE,BEECH,AIR GEORGIAN,COMMERCIAL,CANADA,,,,,,,,,,,,,,,,,,,,,,,,,,2019-03-29T13:28:51
A10O0028,2010,2010-02-16,5,INCIDENT REPORTABLE,EMERGENCY/PRIORITY,CANADA,ONTARIO,N/A,Toronto,,Lester B. Pearson Intl,CYYZ,43.68333,-79.6333,0,0,0,0,0,0,NO,AEROPLANE,BEECH,AIR GEORGIAN,COMMERCIAL,CANADA,,,,,,,,,,,,,,,,,,,,,,,,,,2019-03-29T13:28:51
A10O0030,2010,2010-02-28,5,INCIDENT REPORTABLE,SMOKE OR FIRE,CANADA,ONTARIO,N/A,Toronto,,Lester B. Pearson Intl,CYYZ,43.68333,-79.6333,0,0,0,0,0,0,NO,AEROPLANE,DE HAVILLAND,JAZZ AVIATION LP,COMMERCIAL,CANADA,,,,,,,,,,,,,,,,,,,,,,,,,,2019-03-29T13:28:51
A10O0031,2010,2010-02-23,5,INCIDENT REPORTABLE,ENGINE,CANADA,ONTARIO,N/A,LONDON,,LONDON,CYXU,43.03333,-81.15,0,0,0,0,0,0,NO,AEROPLANE,FALCON,SIERRA WEST AIRLINES,COMMERCIAL,UNITED STATES,,,,,,,,,,,,,,,,,,,,,,,,,,2019-03-29T13:28:51
A10O0032,2010,2010-02-26,5,INCIDENT REPORTABLE,EMERGENCY/PRIORITY,CANADA,ONTARIO,N/A,Toronto,,Lester B. Pearson Intl,CYYZ,43.68333,-79.6333,0,0,0,0,0,0,NO,AEROPLANE,BEECH,AIR GEORGIAN,COMMERCIAL,CANADA,,,,,,,,,,,,,,,,,,,,,,,,,,2019-03-29T13:28:51
A10O0033,2010,2010-03-04,5,ACCIDENT,N/A,CANADA,ONTARIO,N/A,LONDON,,LONDON,CYXU,43.03333,-81.15,0,0,0,0,0,0,NO,AEROPLANE,PIPER,,PRIVATE,CANADA,,,,,,,,,,,,,,,,,,,,,,,,,,2019-03-29T13:28:51
A10O0035,2010,2010-03-04,5,ACCIDENT,N/A,CANADA,ONTARIO,N/A,KINCARDINE,,KINCARDINE,CNS7,44.2,-81.6,0,0,0,0,0,0,NO,AEROPLANE,CESSNA,AERO ACADEMY,COMMERCIAL,CANADA,,,,,,,,,,,,,,,,,,,,,,,,,,2019-03-29T13:28:51
A10O0036,2010,2010-03-01,5,INCIDENT REPORTABLE,EMERGENCY/PRIORITY,CANADA,ONTARIO,N/A,Toronto,,Lester B. Pearson Intl,CYYZ,43.68333,-79.6333,0,0,0,0,0,0,NO,AEROPLANE,DE HAVILLAND,PORTER AIRLINES INC.,COMMERCIAL,CANADA,,,,,,,,,,,,,,,,,,,,,,,,,,2019-03-29T13:28:51
A10O0037,2010,2010-03-06,5,INCIDENT REPORTABLE,J. ROC / LOS,CANADA,ONTARIO,N/A,Ottawa,,MacDonald-Cartier Intl,CYOW,45.31666,-75.6666,0,0,0,0,0,0,NO,AEROPLANE,DE HAVILLAND,JAZZ AVIATION LP,COMMERCIAL,CANADA,AEROPLANE,CESSNA,OTTAWA FLYING CLUB,COMMERCIAL,CANADA,,,,,,,,,,,,,,,,,,,,,2019-03-29T13:28:51
A10O0038,2010,2010-03-10,5,ACCIDENT,N/A,CANADA,ONTARIO,N/A,Haliburton,,Stanhope Muni,CND4,45.11666,-78.6333,0,0,0,0,0,0,NO,BASIC ULTRALIGHT,R. CATTON,,PRIVATE,CANADA,,,,,,,,,,,,,,,,,,,,,,,,,,2019-03-29T13:28:51
A10O0039,2010,2010-02-27,5,INCIDENT REPORTABLE,EMERGENCY/PRIORITY,CANADA,ONTARIO,N/A,Toronto,,Lester B. Pearson Intl,CYYZ,43.68333,-79.6333,0,0,0,0,0,0,NO,AEROPLANE,DE HAVILLAND,PORTER AIRLINES INC.,COMMERCIAL,CANADA,,,,,,,,,,,,,,,,,,,,,,,,,,2019-03-29T13:28:51
A10O0040,2010,2010-02-28,5,INCIDENT REPORTABLE,EMERGENCY/PRIORITY,CANADA,ONTARIO,N/A,Toronto,,Lester B. Pearson Intl,CYYZ,43.68333,-79.6333,0,0,0,0,0,0,NO,AEROPLANE,BOEING,AMERICAN AIRLINES,COMMERCIAL,UNITED STATES,,,,,,,,,,,,,,,,,,,,,,,,,,2019-03-29T13:28:51
A10O0042,2010,2010-03-08,5,INCIDENT REPORTABLE,J. ROC / LOS,CANADA,ONTARIO,N/A,YQO VOR,,,,42.7,-80.8833,0,0,0,0,0,0,NO,AEROPLANE,CANADAIR,JAZZ AVIATION LP,COMMERCIAL,CANADA,AEROPLANE,CANADAIR,MESABA AIRLINES,COMMERCIAL,UNITED STATES,,,,,,,,,,,,,,,,,,,,,2019-03-29T13:28:51
A10O0045,2010,2010-03-23,3,INCIDENT REPORTABLE,EMERGENCY/PRIORITY,CANADA,ONTARIO,N/A,Toronto,,Lester B. Pearson Intl,CYYZ,43.68333,-79.6333,0,0,0,0,0,0,NO,AEROPLANE,AIRBUS,AIR CANADA,COMMERCIAL,CANADA,,,,,,,,,,,,,,,,,,,,,,,,,,2019-03-29T13:28:51
A10O0046,2010,2010-03-04,5,INCIDENT REPORTABLE,EMERGENCY/PRIORITY,CANADA,ONTARIO,N/A,Toronto,,Lester B. Pearson Intl,CYYZ,43.68333,-79.6333,0,0,0,0,0,0,NO,AEROPLANE,BOEING,AIR CANADA,COMMERCIAL,CANADA,,,,,,,,,,,,,,,,,,,,,,,,,,2019-03-29T13:28:51
A10O0047,2010,2010-03-29,5,INCIDENT REPORTABLE,EMERGENCY/PRIORITY,CANADA,ONTARIO,N/A,Toronto,,Lester B. Pearson Intl,CYYZ,43.68333,-79.6333,0,0,0,0,0,0,NO,AEROPLANE,AIRBUS,AIR CANADA,COMMERCIAL,CANADA,,,,,,,,,,,,,,,,,,,,,,,,,,2019-03-29T13:28:51
A10O0048,2010,2010-03-24,5,INCIDENT REPORTABLE,EMERGENCY/PRIORITY,CANADA,ONTARIO,N/A,Toronto,,Lester B. Pearson Intl,CYYZ,43.68333,-79.6333,0,0,0,0,0,0,NO,AEROPLANE,EMBRAER,AIR CANADA,COMMERCIAL,CANADA,,,,,,,,,,,,,,,,,,,,,,,,,,2019-03-29T13:28:51
A10O0049,2010,2010-03-24,5,INCIDENT REPORTABLE,EMERGENCY/PRIORITY,CANADA,ONTARIO,N/A,Toronto,,Lester B. Pearson Intl,CYYZ,43.68333,-79.6333,0,0,0,0,0,0,NO,AEROPLANE,BOEING,WESTJET,COMMERCIAL,CANADA,,,,,,,,,,,,,,,,,,,,,,,,,,2019-03-29T13:28:51
A10O0050,2010,2010-03-24,5,ACCIDENT,N/A,CANADA,ONTARIO,N/A,ST. JOSEPH ISLAND,,ST. JOSEPH ISLAND,CPV3,46.28333,-83.95,0,0,0,0,0,0,NO,AEROPLANE,AERONCA,,PRIVATE,CANADA,,,,,,,,,,,,,,,,,,,,,,,,,,2019-03-29T13:28:51
A10O0052,2010,2010-03-24,5,INCIDENT REPORTABLE,SMOKE OR FIRE,CANADA,ONTARIO,N/A,LONDON,,LONDON,CYXU,43.03333,-81.15,0,0,0,0,0,0,NO,AEROPLANE,DE HAVILLAND,JAZZ AVIATION LP,COMMERCIAL,CANADA,,,,,,,,,,,,,,,,,,,,,,,,,,2019-03-29T13:28:51
A10O0053,2010,2010-03-24,5,INCIDENT REPORTABLE,SMOKE OR FIRE,CANADA,ONTARIO,N/A,Toronto,,Lester B. Pearson Intl,CYYZ,43.68333,-79.6333,0,0,0,0,0,0,NO,AEROPLANE,BOEING,AIR CANADA,COMMERCIAL,CANADA,,,,,,,,,,,,,,,,,,,,,,,,,,2019-03-29T13:28:51
A10O0054,2010,2010-03-31,5,INCIDENT REPORTABLE,EMERGENCY/PRIORITY,CANADA,ONTARIO,N/A,Toronto,,Lester B. Pearson Intl,CYYZ,43.68333,-79.6333,0,0,0,0,0,0,NO,AEROPLANE,DE HAVILLAND,JAZZ AVIATION LP,COMMERCIAL,CANADA,,,,,,,,,,,,,,,,,,,,,,,,,,2019-03-29T13:28:51
A10O0055,2010,2010-03-26,5,INCIDENT REPORTABLE,EMERGENCY/PRIORITY,CANADA,ONTARIO,N/A,Toronto,,Lester B. Pearson Intl,CYYZ,43.68333,-79.6333,0,0,0,0,0,0,NO,AEROPLANE,AIRBUS,AIR CANADA,COMMERCIAL,CANADA,,,,,,,,,,,,,,,,,,,,,,,,,,2019-03-29T13:28:51
A10O0056,2010,2010-04-03,5,ACCIDENT,N/A,CANADA,ONTARIO,N/A,Welland,,Niagara Central Dorothy Rungeling,CNQ3,42.98333,-79.3166,0,0,0,1,0,0,NO,AEROPLANE,CESSNA,FALLS AVIATION,COMMERCIAL,CANADA,,,,,,,,,,,,,,,,,,,,,,,,,,2019-03-29T13:28:51
A10O0057,2010,2010-04-04,5,ACCIDENT,N/A,CANADA,ONTARIO,N/A,BURLINGTON,,BURLINGTON EXECUTIVE,CZBA,43.45,-79.85,0,0,0,0,0,0,NO,AEROPLANE,PIPER,,PRIVATE,CANADA,,,,,,,,,,,,,,,,,,,,,,,,,,2019-03-29T13:28:51
A10O0058,2010,2010-03-25,5,INCIDENT REPORTABLE,J. ROC / LOS,CANADA,ONTARIO,N/A,HAMILTON,,HAMILTON,CYHM,43.16666,-79.9333,0,0,0,0,0,0,NO,AEROPLANE,BOEING,CARGOJET AIRWAYS LTD.,COMMERCIAL,CANADA,AEROPLANE,CESSNA,,PRIVATE,CANADA,,,,,,,,,,,,,,,,,,,,,2019-03-29T13:28:51
A10O0059,2010,2010-04-05,5,INCIDENT REPORTABLE,EMERGENCY/PRIORITY,CANADA,ONTARIO,N/A,Ottawa,,MacDonald-Cartier Intl,CYOW,45.31666,-75.6666,0,0,0,0,0,0,NO,AEROPLANE,BOEING,AIR CANADA,COMMERCIAL,CANADA,,,,,,,,,,,,,,,,,,,,,,,,,,2019-03-29T13:28:51
A10O0060,2010,2010-04-09,5,INCIDENT REPORTABLE,J. ROC / LOS,CANADA,ONTARIO,N/A,Ottawa,,MacDonald-Cartier Intl,CYOW,45.31666,-75.6666,0,0,0,0,0,0,NO,AEROPLANE,CESSNA,OTTAWA FLYING CLUB,COMMERCIAL,CANADA,HELICOPTER,SIKORSKY,CANADIAN HELICOPTERS,COMMERCIAL,CANADA,,,,,,,,,,,,,,,,,,,,,2019-03-29T13:28:51
A10O0061,2010,2010-04-12,5,INCIDENT REPORTABLE,J. ROC / LOS,CANADA,ONTARIO,N/A,Ottawa,,MacDonald-Cartier Intl,CYOW,45.31666,-75.6666,0,0,0,0,0,0,NO,AEROPLANE,FAIRCHILD,BEARSKIN AIRLINES,COMMERCIAL,CANADA,AEROPLANE,EMBRAER,AIR CANADA,COMMERCIAL,CANADA,,,,,,,,,,,,,,,,,,,,,2019-03-29T13:28:51
A10O0063,2010,2010-04-13,5,INCIDENT REPORTABLE,J. ROC / LOS,CANADA,ONTARIO,N/A,"YYZ VOR, 35 NM E",,,,43.75,-78.8666,0,0,0,0,0,0,NO,AEROPLANE,AIRBUS,AIR TRANSAT,COMMERCIAL,CANADA,AEROPLANE,BOEING,CARGOJET AIRWAYS LTD.,COMMERCIAL,CANADA,,,,,,,,,,,,,,,,,,,,,2019-03-29T13:28:51
A10O0064,2010,2010-04-14,5,INCIDENT REPORTABLE,EMERGENCY/PRIORITY,CANADA,ONTARIO,N/A,Toronto,,Lester B. Pearson Intl,CYYZ,43.68333,-79.6333,0,0,0,0,0,0,NO,AEROPLANE,EMBRAER,AIR CANADA,COMMERCIAL,CANADA,,,,,,,,,,,,,,,,,,,,,,,,,,2019-03-29T13:28:51
A10O0065,2010,2010-04-13,5,INCIDENT REPORTABLE,DIFFICULT TO CONTROL,CANADA,ONTARIO,N/A,Ottawa,,MacDonald-Cartier Intl,CYOW,45.31666,-75.6666,0,0,0,0,0,0,NO,AEROPLANE,AIRBUS,AIR CANADA,COMMERCIAL,CANADA,,,,,,,,,,,,,,,,,,,,,,,,,,2019-03-29T13:28:51
A10O0066,2010,2010-04-15,5,INCIDENT REPORTABLE,J. ROC / LOS,CANADA,ONTARIO,N/A,"YYZ VOR, 26 NM E",,,,43.73333,-79.0666,0,0,0,0,0,0,NO,AEROPLANE,DE HAVILLAND,JAZZ AVIATION LP,COMMERCIAL,CANADA,AEROPLANE,DE HAVILLAND,PORTER AIRLINES INC.,COMMERCIAL,CANADA,,,,,,,,,,,,,,,,,,,,,2019-03-29T13:28:51
A10O0067,2010,2010-04-16,5,INCIDENT REPORTABLE,DIFFICULT TO CONTROL,CANADA,ONTARIO,N/A,HAMILTON,,HAMILTON,CYHM,43.16666,-79.9333,0,0,0,0,0,0,NO,AEROPLANE,BOEING,UNITED PARCEL SERVICE,COMMERCIAL,UNITED STATES,,,,,,,,,,,,,,,,,,,,,,,,,,2019-03-29T13:28:51
A10O0068,2010,2010-04-17,5,INCIDENT REPORTABLE,DIFFICULT TO CONTROL,CANADA,ONTARIO,N/A,Toronto,,Lester B. Pearson Intl,CYYZ,43.68333,-79.6333,0,0,0,0,0,0,NO,AEROPLANE,CANADAIR,PINNACLE AIRLINES/NORTHWEST AIRLINK,COMMERCIAL,UNITED STATES,,,,,,,,,,,,,,,,,,,,,,,,,,2019-03-29T13:28:51
A10O0070,2010,2010-04-15,5,ACCIDENT,N/A,CANADA,ONTARIO,N/A,"MARK MATTYS PRIVATE STRIP, NEAR KOMOKA",,,,42.95,-81.4333,0,0,0,0,0,0,NO,AEROPLANE,,,PRIVATE,CANADA,,,,,,,,,,,,,,,,,,,,,,,,,,2019-03-29T13:28:51
A10O0071,2010,2010-04-22,5,ACCIDENT,N/A,CANADA,ONTARIO,N/A,TILLSONBURG,,TILLSONBURG,CNQ4,42.83333,-80.6166,1,0,0,0,0,0,NO,AEROPLANE,,,PRIVATE,CANADA,,,,,,,,,,,,,,,,,,,,,,,,,,2019-03-29T13:28:51
A10O0072,2010,2010-04-26,5,INCIDENT REPORTABLE,J. ROC / LOS,CANADA,ONTARIO,N/A,"TORONTO/LESTER B. PEARSON INTL , 50 NM SW",,,,,,0,0,0,0,0,0,NO,AEROPLANE,CANADAIR,PINNACLE AIRLINES,COMMERCIAL,UNITED STATES,AEROPLANE,EMBRAER,AMERICAN EAGLE,COMMERCIAL,UNITED STATES,,,,,,,,,,,,,,,,,,,,,2019-03-29T13:28:51
A10O0073,2010,2010-04-28,5,ACCIDENT,N/A,CANADA,ONTARIO,N/A,Geraldton,1.000000000000000,(Greenstone Regional),CYGQ,49.78333,-86.9333,0,0,0,0,0,0,NO,AEROPLANE,FOUND BROTHERS,,PRIVATE,CANADA,,,,,,,,,,,,,,,,,,,,,,,,,,2019-03-29T13:28:51
A10O0074,2010,2010-04-27,5,INCIDENT REPORTABLE,EMERGENCY/PRIORITY,CANADA,ONTARIO,N/A,Toronto,,Lester B. Pearson Intl,CYYZ,43.68333,-79.6333,0,0,0,0,0,0,NO,AEROPLANE,EMBRAER,AIR CANADA,COMMERCIAL,CANADA,,,,,,,,,,,,,,,,,,,,,,,,,,2019-03-29T13:28:51
A10O0075,2010,2010-04-26,5,INCIDENT REPORTABLE,UNABLE TO PERFORM,CANADA,ONTARIO,N/A,Toronto,,Lester B. Pearson Intl,CYYZ,43.68333,-79.6333,0,0,0,0,0,0,NO,AEROPLANE,AIRBUS,AIR CANADA,COMMERCIAL,CANADA,,,,,,,,,,,,,,,,,,,,,,,,,,2019-03-29T13:28:51
A10O0076,2010,2010-04-23,5,INCIDENT REPORTABLE,J. ROC / LOS,CANADA,ONTARIO,N/A,Ottawa,,MacDonald-Cartier Intl,CYOW,45.31666,-75.6666,0,0,0,0,0,0,NO,AEROPLANE,EMBRAER,AIR CANADA,COMMERCIAL,CANADA,AEROPLANE,CANADAIR,JAZZ AVIATION LP,COMMERCIAL,CANADA,,,,,,,,,,,,,,,,,,,,,2019-03-29T13:28:51
A10O0077,2010,2010-05-02,5,INCIDENT REPORTABLE,J. ROC / LOS,CANADA,ONTARIO,N/A,Geraldton,,(Greenstone Regional),CYGQ,49.78333,-86.9333,0,0,0,0,0,0,NO,AEROPLANE,MITSUBISHI,THUNDER AIRLINES,COMMERCIAL,CANADA,HELICOPTER,BELL HELICOPTER,HELI-EXCEL INC,COMMERCIAL,CANADA,,,,,,,,,,,,,,,,,,,,,2019-03-29T13:28:51
A10O0079,2010,2010-05-05,5,INCIDENT REPORTABLE,J. ROC / LOS,CANADA,ONTARIO,N/A,Toronto,,Lester B. Pearson Intl,CYYZ,43.68333,-79.6333,0,0,0,0,0,0,NO,AEROPLANE,BOEING,AIR CANADA,COMMERCIAL,CANADA,AEROPLANE,AIRBUS,AIR CANADA,COMMERCIAL,CANADA,AEROPLANE,EMBRAER,AIR CANADA,COMMERCIAL,CANADA,,,,,,,,,,,,,,,,2019-03-29T13:28:51
A10O0080,2010,2010-05-05,5,INCIDENT REPORTABLE,SMOKE OR FIRE,CANADA,ONTARIO,N/A,Toronto,,Lester B. Pearson Intl,CYYZ,43.68333,-79.6333,0,0,0,0,0,0,NO,AEROPLANE,DE HAVILLAND,JAZZ AVIATION LP,COMMERCIAL,CANADA,,,,,,,,,,,,,,,,,,,,,,,,,,2019-03-29T13:28:51
A10O0082,2010,2010-04-29,5,INCIDENT REPORTABLE,UNABLE TO PERFORM,CANADA,ONTARIO,N/A,Toronto,,Lester B. Pearson Intl,CYYZ,43.68333,-79.6333,0,0,0,0,0,0,NO,AEROPLANE,AIRBUS,AIR CANADA,COMMERCIAL,CANADA,,,,,,,,,,,,,,,,,,,,,,,,,,2019-03-29T13:28:51
A10O0083,2010,2010-05-03,5,INCIDENT REPORTABLE,EMERGENCY/PRIORITY,CANADA,ONTARIO,N/A,Toronto,,Lester B. Pearson Intl,CYYZ,43.68333,-79.6333,0,0,0,0,0,0,NO,AEROPLANE,BEECH,AIR GEORGIAN,COMMERCIAL,CANADA,,,,,,,,,,,,,,,,,,,,,,,,,,2019-03-29T13:28:51
A10O0084,2010,2010-04-19,5,ACCIDENT,N/A,CANADA,ONTARIO,N/A,Toronto,,Oshawa Executive,CYOO,43.85,-79.1166,0,0,0,0,0,0,NO,HELICOPTER,AEROSPATIALE,HYDRO ONE NETWORK SERVICES,COMMERCIAL,CANADA,,,,,,,,,,,,,,,,,,,,,,,,,,2019-03-29T13:28:51
A10O0085,2010,2010-04-25,5,INCIDENT REPORTABLE,ENGINE,CANADA,ONTARIO,N/A,Toronto,,Lester B. Pearson Intl,CYYZ,43.68333,-79.6333,0,0,0,0,0,0,NO,AEROPLANE,BOEING,BRITISH AIRWAYS,COMMERCIAL,UNITED KINGDOM,,,,,,,,,,,,,,,,,,,,,,,,,,2019-03-29T13:28:51
A10O0086,2010,2010-05-10,5,INCIDENT REPORTABLE,ENGINE,CANADA,ONTARIO,N/A,HAMILTON,,HAMILTON,CYHM,43.16666,-79.9333,0,0,0,0,0,0,NO,AEROPLANE,MCDONNELL DOUGLAS,KELOWNA FLIGHTCRAFT,COMMERCIAL,CANADA,,,,,,,,,,,,,,,,,,,,,,,,,,2019-03-29T13:28:51
A10O0087,2010,2010-05-11,5,INCIDENT REPORTABLE,ENGINE,CANADA,ONTARIO,N/A,TIMMINS,,Timmins (Victor M. Power),CYTS,48.56666,-81.3833,0,0,0,0,0,0,NO,AEROPLANE,DE HAVILLAND,JAZZ AVIATION LP,COMMERCIAL,CANADA,,,,,,,,,,,,,,,,,,,,,,,,,,2019-03-29T13:28:51
A10O0089,2010,2010-05-11,3,INCIDENT REPORTABLE,J. ROC / LOS,CANADA,ONTARIO,N/A,Toronto,,Billy Bishop Toronto City,CYTZ,43.63333,-79.4,0,0,0,0,0,0,NO,AEROPLANE,DE HAVILLAND,PORTER AIRLINES INC.,COMMERCIAL,CANADA,AEROPLANE,DE HAVILLAND,PORTER AIRLINES INC.,COMMERCIAL,CANADA,,,,,,,,,,,,,,,,,,,,,2019-03-29T13:28:51
A10O0090,2010,2010-05-13,5,INCIDENT REPORTABLE,EMERGENCY/PRIORITY,CANADA,ONTARIO,N/A,Toronto,,Lester B. Pearson Intl,CYYZ,43.68333,-79.6333,0,0,0,0,0,0,NO,AEROPLANE,CESSNA,NETJETS,COMMERCIAL,UNITED STATES,,,,,,,,,,,,,,,,,,,,,,,,,,2019-03-29T13:28:51
A10O0091,2010,2010-05-15,5,ACCIDENT,N/A,CANADA,ONTARIO,N/A,KINGSTON,,KINGSTON,CYGK,44.23333,-76.6,0,0,0,0,0,0,NO,AEROPLANE,CESSNA,WATERLOO-WELLINGTON FLYING CLUB,COMMERCIAL,CANADA,,,,,,,,,,,,,,,,,,,,,,,,,,2019-03-29T13:28:51
A10O0092,2010,2010-05-18,5,INCIDENT REPORTABLE,ENGINE,CANADA,ONTARIO,N/A,VICINITY OF SSM VOR,,,,46.4,-84.3166,0,0,0,0,0,0,NO,AEROPLANE,BOEING,MORNINGSTAR AIR EXPRESS INC,COMMERCIAL,CANADA,,,,,,,,,,,,,,,,,,,,,,,,,,2019-03-29T13:28:51
A10O0095,2010,2010-05-19,5,INCIDENT REPORTABLE,J. ROC / LOS,CANADA,ONTARIO,N/A,"YYZ VOR, 30 NM SW",,,,43.33333,-80.1666,0,0,0,0,0,0,NO,AEROPLANE,BOEING,KOREAN AIRLINES,COMMERCIAL,"KOREA, REPUBLIC OF",GLIDER,,,PRIVATE,CANADA,,,,,,,,,,,,,,,,,,,,,2019-03-29T13:28:51
A10O0099,2010,2010-05-22,5,ACCIDENT,N/A,CANADA,ONTARIO,N/A,PETERBOROUGH,,PETERBOROUGH,CYPQ,44.23333,-78.3666,0,0,0,0,0,0,NO,AEROPLANE,BEECH,TIS INTERNATIONAL INC,PRIVATE,CANADA,,,,,,,,,,,,,,,,,,,,,,,,,,2019-03-29T13:28:51
A10O0100,2010,2010-05-24,5,INCIDENT REPORTABLE,J. ROC / LOS,CANADA,ONTARIO,N/A,Toronto,,Lester B. Pearson Intl,CYYZ,43.68333,-79.6333,0,0,0,0,0,0,NO,AEROPLANE,BOEING,WESTJET,COMMERCIAL,CANADA,AEROPLANE,CANADAIR,AIR CANADA,COMMERCIAL,CANADA,,,,,,,,,,,,,,,,,,,,,2019-03-29T13:28:51
A10O0101,2010,2010-05-25,3,ACCIDENT,N/A,CANADA,ONTARIO,N/A,Toronto,,Buttonville Municipal,CYKZ,43.86666,-79.3666,1,1,0,0,0,0,NO,AEROPLANE,CIRRUS DESIGN,,PRIVATE,CANADA,,,,,,,,,,,,,,,,,,,,,,,,,,2019-03-29T13:28:51
A10O0103,2010,2010-05-24,5,INCIDENT REPORTABLE,SMOKE OR FIRE,CANADA,ONTARIO,N/A,SUDBURY,,SUDBURY,CYSB,46.63333,-80.8,0,0,0,0,0,0,NO,AEROPLANE,DE HAVILLAND,JAZZ AVIATION LP,COMMERCIAL,CANADA,,,,,,,,,,,,,,,,,,,,,,,,,,2019-03-29T13:28:51
